Date,YearMonthDay,YearMonth,DiseaseCN,Diseases,Cases,Deaths,ProvinceCN,Province,ADCode,DOI,URL,Source
2020-07-01,2020/07/01,2020 July,鼠疫,Plague,1,0,全国,China,100000,doi/10.46234/ccdcw2020.190,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.190,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-07-01,2020/07/01,2020 July,霍乱,Cholera,3,0,全国,China,100000,doi/10.46234/ccdcw2020.190,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.190,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-07-01,2020/07/01,2020 July,SARS,SARS-CoV,0,0,全国,China,100000,doi/10.46234/ccdcw2020.190,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.190,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-07-01,2020/07/01,2020 July,艾滋病,Acquired immune deficiency syndrome,6124,1700,全国,China,100000,doi/10.46234/ccdcw2020.190,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.190,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-07-01,2020/07/01,2020 July,肝炎,Hepatitis,132782,56,全国,China,100000,doi/10.46234/ccdcw2020.190,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.190,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-07-01,2020/07/01,2020 July,甲肝,Hepatitis A,1514,0,全国,China,100000,doi/10.46234/ccdcw2020.190,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.190,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-07-01,2020/07/01,2020 July,乙肝,Hepatitis B,106135,46,全国,China,100000,doi/10.46234/ccdcw2020.190,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.190,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-07-01,2020/07/01,2020 July,丙肝,Hepatitis C,22400,8,全国,China,100000,doi/10.46234/ccdcw2020.190,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.190,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-07-01,2020/07/01,2020 July,丁肝,Hepatitis D,21,0,全国,China,100000,doi/10.46234/ccdcw2020.190,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.190,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-07-01,2020/07/01,2020 July,戊肝,Hepatitis E,1839,2,全国,China,100000,doi/10.46234/ccdcw2020.190,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.190,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-07-01,2020/07/01,2020 July,肝炎（未分型）,Other hepatitis,873,0,全国,China,100000,doi/10.46234/ccdcw2020.190,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.190,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-07-01,2020/07/01,2020 July,脊髓灰质炎,Poliomyelitis,0,0,全国,China,100000,doi/10.46234/ccdcw2020.190,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.190,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-07-01,2020/07/01,2020 July,人感染H5N1病毒,Human infection with H5N1 virus,0,0,全国,China,100000,doi/10.46234/ccdcw2020.190,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.190,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-07-01,2020/07/01,2020 July,麻疹,Measles,111,0,全国,China,100000,doi/10.46234/ccdcw2020.190,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.190,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-07-01,2020/07/01,2020 July,出血热,Epidemic hemorrhagic fever,503,4,全国,China,100000,doi/10.46234/ccdcw2020.190,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.190,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-07-01,2020/07/01,2020 July,狂犬病,Rabies,22,11,全国,China,100000,doi/10.46234/ccdcw2020.190,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.190,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-07-01,2020/07/01,2020 July,乙脑,Japanese encephalitis,30,1,全国,China,100000,doi/10.46234/ccdcw2020.190,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.190,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-07-01,2020/07/01,2020 July,登革热,Dengue,23,0,全国,China,100000,doi/10.46234/ccdcw2020.190,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.190,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-07-01,2020/07/01,2020 July,炭疽,Anthrax,17,0,全国,China,100000,doi/10.46234/ccdcw2020.190,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.190,China CDC Weekly: Notifiable Infectious Diseases Reports
