Date,YearMonthDay,YearMonth,DiseaseCN,Diseases,Cases,Deaths,ProvinceCN,Province,ADCode,DOI,URL,Source
2021-12-01,2021/12/01,2021 December,鼠疫,Plague,0,0,全国,China,100000,doi/10.46234/ccdcw2022.016,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.016,China CDC Weekly: Notifiable Infectious Diseases Reports
2021-12-01,2021/12/01,2021 December,霍乱,Cholera,0,0,全国,China,100000,doi/10.46234/ccdcw2022.016,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.016,China CDC Weekly: Notifiable Infectious Diseases Reports
2021-12-01,2021/12/01,2021 December,SARS,SARS-CoV,0,0,全国,China,100000,doi/10.46234/ccdcw2022.016,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.016,China CDC Weekly: Notifiable Infectious Diseases Reports
2021-12-01,2021/12/01,2021 December,艾滋病,Acquired immune deficiency syndrome,7490,2486,全国,China,100000,doi/10.46234/ccdcw2022.016,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.016,China CDC Weekly: Notifiable Infectious Diseases Reports
2021-12-01,2021/12/01,2021 December,肝炎,Hepatitis,133390,57,全国,China,100000,doi/10.46234/ccdcw2022.016,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.016,China CDC Weekly: Notifiable Infectious Diseases Reports
2021-12-01,2021/12/01,2021 December,甲肝,Hepatitis A,1068,0,全国,China,100000,doi/10.46234/ccdcw2022.016,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.016,China CDC Weekly: Notifiable Infectious Diseases Reports
2021-12-01,2021/12/01,2021 December,乙肝,Hepatitis B,108157,42,全国,China,100000,doi/10.46234/ccdcw2022.016,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.016,China CDC Weekly: Notifiable Infectious Diseases Reports
2021-12-01,2021/12/01,2021 December,丙肝,Hepatitis C,20895,11,全国,China,100000,doi/10.46234/ccdcw2022.016,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.016,China CDC Weekly: Notifiable Infectious Diseases Reports
2021-12-01,2021/12/01,2021 December,丁肝,Hepatitis D,37,0,全国,China,100000,doi/10.46234/ccdcw2022.016,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.016,China CDC Weekly: Notifiable Infectious Diseases Reports
2021-12-01,2021/12/01,2021 December,戊肝,Hepatitis E,2369,3,全国,China,100000,doi/10.46234/ccdcw2022.016,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.016,China CDC Weekly: Notifiable Infectious Diseases Reports
2021-12-01,2021/12/01,2021 December,肝炎（未分型）,Other hepatitis,864,1,全国,China,100000,doi/10.46234/ccdcw2022.016,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.016,China CDC Weekly: Notifiable Infectious Diseases Reports
2021-12-01,2021/12/01,2021 December,脊髓灰质炎,Poliomyelitis,0,0,全国,China,100000,doi/10.46234/ccdcw2022.016,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.016,China CDC Weekly: Notifiable Infectious Diseases Reports
2021-12-01,2021/12/01,2021 December,人感染H5N1病毒,Human infection with H5N1 virus,0,0,全国,China,100000,doi/10.46234/ccdcw2022.016,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.016,China CDC Weekly: Notifiable Infectious Diseases Reports
2021-12-01,2021/12/01,2021 December,麻疹,Measles,97,0,全国,China,100000,doi/10.46234/ccdcw2022.016,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.016,China CDC Weekly: Notifiable Infectious Diseases Reports
2021-12-01,2021/12/01,2021 December,出血热,Epidemic hemorrhagic fever,2402,26,全国,China,100000,doi/10.46234/ccdcw2022.016,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.016,China CDC Weekly: Notifiable Infectious Diseases Reports
