DOI,URL,Date,YearMonthDay,YearMonth,Diseases,Cases,Deaths
doi/10.46234/ccdcw2022.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.082,2022-03-01 00:00:00,2022/03/01,2022 March,Plague,0,0
doi/10.46234/ccdcw2022.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.082,2022-03-01 00:00:00,2022/03/01,2022 March,Cholera,1,0
doi/10.46234/ccdcw2022.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.082,2022-03-01 00:00:00,2022/03/01,2022 March,SARS-CoV,0,0
doi/10.46234/ccdcw2022.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.082,2022-03-01 00:00:00,2022/03/01,2022 March,Acquired immune deficiency syndrome,5020,1655
doi/10.46234/ccdcw2022.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.082,2022-03-01 00:00:00,2022/03/01,2022 March,Hepatitis,140574,47
doi/10.46234/ccdcw2022.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.082,2022-03-01 00:00:00,2022/03/01,2022 March,Hepatitis A,1050,0
doi/10.46234/ccdcw2022.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.082,2022-03-01 00:00:00,2022/03/01,2022 March,Hepatitis B,114003,38
doi/10.46234/ccdcw2022.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.082,2022-03-01 00:00:00,2022/03/01,2022 March,Hepatitis C,21722,9
doi/10.46234/ccdcw2022.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.082,2022-03-01 00:00:00,2022/03/01,2022 March,Hepatitis D,23,0
doi/10.46234/ccdcw2022.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.082,2022-03-01 00:00:00,2022/03/01,2022 March,Hepatitis E,3131,0
doi/10.46234/ccdcw2022.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.082,2022-03-01 00:00:00,2022/03/01,2022 March,Other hepatitis,645,0
doi/10.46234/ccdcw2022.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.082,2022-03-01 00:00:00,2022/03/01,2022 March,Poliomyelitis,0,0
doi/10.46234/ccdcw2022.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.082,2022-03-01 00:00:00,2022/03/01,2022 March,Human infection with H5N1 virus,0,0
