Date,YearMonthDay,YearMonth,DiseaseCN,Diseases,Cases,Deaths,ProvinceCN,Province,ADCode,DOI,URL,Source
2021-02-01,2021/02/01,2021 February,鼠疫,Plague,0,0,全国,China,100000,doi/10.46234/ccdcw2021.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.082,China CDC Weekly: Notifiable Infectious Diseases Reports
2021-02-01,2021/02/01,2021 February,霍乱,Cholera,0,0,全国,China,100000,doi/10.46234/ccdcw2021.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.082,China CDC Weekly: Notifiable Infectious Diseases Reports
2021-02-01,2021/02/01,2021 February,SARS,SARS-CoV,0,0,全国,China,100000,doi/10.46234/ccdcw2021.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.082,China CDC Weekly: Notifiable Infectious Diseases Reports
2021-02-01,2021/02/01,2021 February,艾滋病,Acquired immune deficiency syndrome,3051,1052,全国,China,100000,doi/10.46234/ccdcw2021.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.082,China CDC Weekly: Notifiable Infectious Diseases Reports
2021-02-01,2021/02/01,2021 February,肝炎,Hepatitis,101058,36,全国,China,100000,doi/10.46234/ccdcw2021.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.082,China CDC Weekly: Notifiable Infectious Diseases Reports
2021-02-01,2021/02/01,2021 February,甲肝,Hepatitis A,745,0,全国,China,100000,doi/10.46234/ccdcw2021.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.082,China CDC Weekly: Notifiable Infectious Diseases Reports
2021-02-01,2021/02/01,2021 February,乙肝,Hepatitis B,83014,30,全国,China,100000,doi/10.46234/ccdcw2021.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.082,China CDC Weekly: Notifiable Infectious Diseases Reports
2021-02-01,2021/02/01,2021 February,丙肝,Hepatitis C,14714,6,全国,China,100000,doi/10.46234/ccdcw2021.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.082,China CDC Weekly: Notifiable Infectious Diseases Reports
2021-02-01,2021/02/01,2021 February,丁肝,Hepatitis D,23,0,全国,China,100000,doi/10.46234/ccdcw2021.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.082,China CDC Weekly: Notifiable Infectious Diseases Reports
2021-02-01,2021/02/01,2021 February,戊肝,Hepatitis E,1849,0,全国,China,100000,doi/10.46234/ccdcw2021.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.082,China CDC Weekly: Notifiable Infectious Diseases Reports
2021-02-01,2021/02/01,2021 February,肝炎（未分型）,Other hepatitis,713,0,全国,China,100000,doi/10.46234/ccdcw2021.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.082,China CDC Weekly: Notifiable Infectious Diseases Reports
2021-02-01,2021/02/01,2021 February,脊髓灰质炎,Poliomyelitis,0,0,全国,China,100000,doi/10.46234/ccdcw2021.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.082,China CDC Weekly: Notifiable Infectious Diseases Reports
2021-02-01,2021/02/01,2021 February,人感染H5N1病毒,Human infection with H5N1 virus,0,0,全国,China,100000,doi/10.46234/ccdcw2021.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.082,China CDC Weekly: Notifiable Infectious Diseases Reports
2021-02-01,2021/02/01,2021 February,麻疹,Measles,38,0,全国,China,100000,doi/10.46234/ccdcw2021.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.082,China CDC Weekly: Notifiable Infectious Diseases Reports
2021-02-01,2021/02/01,2021 February,出血热,Epidemic hemorrhagic fever,365,1,全国,China,100000,doi/10.46234/ccdcw2021.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.082,China CDC Weekly: Notifiable Infectious Diseases Reports
2021-02-01,2021/02/01,2021 February,狂犬病,Rabies,14,10,全国,China,100000,doi/10.46234/ccdcw2021.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.082,China CDC Weekly: Notifiable Infectious Diseases Reports
2021-02-01,2021/02/01,2021 February,乙脑,Japanese encephalitis,0,0,全国,China,100000,doi/10.46234/ccdcw2021.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.082,China CDC Weekly: Notifiable Infectious Diseases Reports
2021-02-01,2021/02/01,2021 February,登革热,Dengue,2,0,全国,China,100000,doi/10.46234/ccdcw2021.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.082,China CDC Weekly: Notifiable Infectious Diseases Reports
