Date,YearMonthDay,YearMonth,DiseaseCN,Diseases,Cases,Deaths,ProvinceCN,Province,ADCode,DOI,URL,Source
2021-04-01,2021/04/01,2021 April,鼠疫,Plague,0,0,全国,China,100000,doi/10.46234/ccdcw2021.119,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.119,China CDC Weekly: Notifiable Infectious Diseases Reports
2021-04-01,2021/04/01,2021 April,霍乱,Cholera,0,0,全国,China,100000,doi/10.46234/ccdcw2021.119,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.119,China CDC Weekly: Notifiable Infectious Diseases Reports
2021-04-01,2021/04/01,2021 April,SARS,SARS-CoV,0,0,全国,China,100000,doi/10.46234/ccdcw2021.119,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.119,China CDC Weekly: Notifiable Infectious Diseases Reports
2021-04-01,2021/04/01,2021 April,艾滋病,Acquired immune deficiency syndrome,5283,1363,全国,China,100000,doi/10.46234/ccdcw2021.119,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.119,China CDC Weekly: Notifiable Infectious Diseases Reports
2021-04-01,2021/04/01,2021 April,肝炎,Hepatitis,137828,38,全国,China,100000,doi/10.46234/ccdcw2021.119,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.119,China CDC Weekly: Notifiable Infectious Diseases Reports
2021-04-01,2021/04/01,2021 April,甲肝,Hepatitis A,1142,0,全国,China,100000,doi/10.46234/ccdcw2021.119,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.119,China CDC Weekly: Notifiable Infectious Diseases Reports
2021-04-01,2021/04/01,2021 April,乙肝,Hepatitis B,110385,32,全国,China,100000,doi/10.46234/ccdcw2021.119,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.119,China CDC Weekly: Notifiable Infectious Diseases Reports
2021-04-01,2021/04/01,2021 April,丙肝,Hepatitis C,22613,4,全国,China,100000,doi/10.46234/ccdcw2021.119,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.119,China CDC Weekly: Notifiable Infectious Diseases Reports
2021-04-01,2021/04/01,2021 April,丁肝,Hepatitis D,31,0,全国,China,100000,doi/10.46234/ccdcw2021.119,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.119,China CDC Weekly: Notifiable Infectious Diseases Reports
2021-04-01,2021/04/01,2021 April,戊肝,Hepatitis E,2797,2,全国,China,100000,doi/10.46234/ccdcw2021.119,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.119,China CDC Weekly: Notifiable Infectious Diseases Reports
2021-04-01,2021/04/01,2021 April,肝炎（未分型）,Other hepatitis,860,0,全国,China,100000,doi/10.46234/ccdcw2021.119,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.119,China CDC Weekly: Notifiable Infectious Diseases Reports
2021-04-01,2021/04/01,2021 April,脊髓灰质炎,Poliomyelitis,0,0,全国,China,100000,doi/10.46234/ccdcw2021.119,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.119,China CDC Weekly: Notifiable Infectious Diseases Reports
2021-04-01,2021/04/01,2021 April,人感染H5N1病毒,Human infection with H5N1 virus,0,0,全国,China,100000,doi/10.46234/ccdcw2021.119,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.119,China CDC Weekly: Notifiable Infectious Diseases Reports
2021-04-01,2021/04/01,2021 April,麻疹,Measles,69,0,全国,China,100000,doi/10.46234/ccdcw2021.119,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.119,China CDC Weekly: Notifiable Infectious Diseases Reports
2021-04-01,2021/04/01,2021 April,出血热,Epidemic hemorrhagic fever,510,2,全国,China,100000,doi/10.46234/ccdcw2021.119,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.119,China CDC Weekly: Notifiable Infectious Diseases Reports
2021-04-01,2021/04/01,2021 April,狂犬病,Rabies,17,21,全国,China,100000,doi/10.46234/ccdcw2021.119,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.119,China CDC Weekly: Notifiable Infectious Diseases Reports
2021-04-01,2021/04/01,2021 April,乙脑,Japanese encephalitis,0,0,全国,China,100000,doi/10.46234/ccdcw2021.119,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.119,China CDC Weekly: Notifiable Infectious Diseases Reports
2021-04-01,2021/04/01,2021 April,登革热,Dengue,4,0,全国,China,100000,doi/10.46234/ccdcw2021.119,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.119,China CDC Weekly: Notifiable Infectious Diseases Reports
2021-04-01,2021/04/01,2021 April,炭疽,Anthrax,19,0,全国,China,100000,doi/10.46234/ccdcw2021.119,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.119,China CDC Weekly: Notifiable Infectious Diseases Reports
2021-04-01,2021/04/01,2021 April,痢疾,Dysentery,3945,1,全国,China,100000,doi/10.46234/ccdcw2021.119,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.119,China CDC Weekly: Notifiable Infectious Diseases Reports
2021-04-01,2021/04/01,2021 April,肺结核,Tuberculosis,80548,117,全国,China,100000,doi/10.46234/ccdcw2021.119,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.119,China CDC Weekly: Notifiable Infectious Diseases Reports
2021-04-01,2021/04/01,2021 April,伤寒和副伤寒,Typhoid fever and paratyphoid fever,522,0,全国,China,100000,doi/10.46234/ccdcw2021.119,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.119,China CDC Weekly: Notifiable Infectious Diseases Reports
2021-04-01,2021/04/01,2021 April,流脑,Meningococcal meningitis,3,1,全国,China,100000,doi/10.46234/ccdcw2021.119,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.119,China CDC Weekly: Notifiable Infectious Diseases Reports
2021-04-01,2021/04/01,2021 April,百日咳,Pertussis,308,0,全国,China,100000,doi/10.46234/ccdcw2021.119,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.119,China CDC Weekly: Notifiable Infectious Diseases Reports
2021-04-01,2021/04/01,2021 April,白喉,Diphtheria,0,0,全国,China,100000,doi/10.46234/ccdcw2021.119,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.119,China CDC Weekly: Notifiable Infectious Diseases Reports
2021-04-01,2021/04/01,2021 April,新生儿破伤风,Neonatal tetanus,1,0,全国,China,100000,doi/10.46234/ccdcw2021.119,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.119,China CDC Weekly: Notifiable Infectious Diseases Reports
