Date,YearMonthDay,YearMonth,DiseaseCN,Diseases,Cases,Deaths,ProvinceCN,Province,ADCode,DOI,URL,Source
2020-04-01,2020/04/01,2020 April,鼠疫,Plague,0,0,全国,China,100000,doi/10.46234/ccdcw2020.109,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.109,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-04-01,2020/04/01,2020 April,霍乱,Cholera,0,0,全国,China,100000,doi/10.46234/ccdcw2020.109,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.109,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-04-01,2020/04/01,2020 April,SARS,SARS-CoV,0,0,全国,China,100000,doi/10.46234/ccdcw2020.109,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.109,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-04-01,2020/04/01,2020 April,艾滋病,Acquired immune deficiency syndrome,5960,1587,全国,China,100000,doi/10.46234/ccdcw2020.109,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.109,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-04-01,2020/04/01,2020 April,肝炎,Hepatitis,125181,37,全国,China,100000,doi/10.46234/ccdcw2020.109,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.109,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-04-01,2020/04/01,2020 April,甲肝,Hepatitis A,1187,0,全国,China,100000,doi/10.46234/ccdcw2020.109,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.109,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-04-01,2020/04/01,2020 April,乙肝,Hepatitis B,101262,36,全国,China,100000,doi/10.46234/ccdcw2020.109,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.109,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-04-01,2020/04/01,2020 April,丙肝,Hepatitis C,20179,1,全国,China,100000,doi/10.46234/ccdcw2020.109,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.109,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-04-01,2020/04/01,2020 April,丁肝,Hepatitis D,22,0,全国,China,100000,doi/10.46234/ccdcw2020.109,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.109,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-04-01,2020/04/01,2020 April,戊肝,Hepatitis E,1732,0,全国,China,100000,doi/10.46234/ccdcw2020.109,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.109,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-04-01,2020/04/01,2020 April,肝炎（未分型）,Other hepatitis,799,0,全国,China,100000,doi/10.46234/ccdcw2020.109,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.109,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-04-01,2020/04/01,2020 April,脊髓灰质炎,Poliomyelitis,0,0,全国,China,100000,doi/10.46234/ccdcw2020.109,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.109,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-04-01,2020/04/01,2020 April,人感染H5N1病毒,Human infection with H5N1 virus,0,0,全国,China,100000,doi/10.46234/ccdcw2020.109,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.109,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-04-01,2020/04/01,2020 April,麻疹,Measles,58,0,全国,China,100000,doi/10.46234/ccdcw2020.109,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.109,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-04-01,2020/04/01,2020 April,出血热,Epidemic hemorrhagic fever,540,1,全国,China,100000,doi/10.46234/ccdcw2020.109,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.109,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-04-01,2020/04/01,2020 April,狂犬病,Rabies,15,15,全国,China,100000,doi/10.46234/ccdcw2020.109,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.109,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-04-01,2020/04/01,2020 April,乙脑,Japanese encephalitis,4,0,全国,China,100000,doi/10.46234/ccdcw2020.109,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.109,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-04-01,2020/04/01,2020 April,登革热,Dengue,6,0,全国,China,100000,doi/10.46234/ccdcw2020.109,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.109,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-04-01,2020/04/01,2020 April,炭疽,Anthrax,16,0,全国,China,100000,doi/10.46234/ccdcw2020.109,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.109,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-04-01,2020/04/01,2020 April,痢疾,Dysentery,3695,0,全国,China,100000,doi/10.46234/ccdcw2020.109,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.109,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-04-01,2020/04/01,2020 April,肺结核,Tuberculosis,85684,96,全国,China,100000,doi/10.46234/ccdcw2020.109,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.109,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-04-01,2020/04/01,2020 April,伤寒和副伤寒,Typhoid fever and paratyphoid fever,415,0,全国,China,100000,doi/10.46234/ccdcw2020.109,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.109,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-04-01,2020/04/01,2020 April,流脑,Meningococcal meningitis,5,0,全国,China,100000,doi/10.46234/ccdcw2020.109,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.109,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-04-01,2020/04/01,2020 April,百日咳,Pertussis,479,0,全国,China,100000,doi/10.46234/ccdcw2020.109,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.109,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-04-01,2020/04/01,2020 April,白喉,Diphtheria,0,0,全国,China,100000,doi/10.46234/ccdcw2020.109,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.109,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-04-01,2020/04/01,2020 April,新生儿破伤风,Neonatal tetanus,1,0,全国,China,100000,doi/10.46234/ccdcw2020.109,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.109,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-04-01,2020/04/01,2020 April,猩红热,Scarlet fever,442,0,全国,China,100000,doi/10.46234/ccdcw2020.109,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.109,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-04-01,2020/04/01,2020 April,布病,Brucellosis,5360,0,全国,China,100000,doi/10.46234/ccdcw2020.109,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.109,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-04-01,2020/04/01,2020 April,淋病,Gonorrhea,6267,0,全国,China,100000,doi/10.46234/ccdcw2020.109,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.109,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-04-01,2020/04/01,2020 April,梅毒,Syphilis,46728,11,全国,China,100000,doi/10.46234/ccdcw2020.109,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.109,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-04-01,2020/04/01,2020 April,钩体病,Leptospirosis,2,0,全国,China,100000,doi/10.46234/ccdcw2020.109,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.109,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-04-01,2020/04/01,2020 April,血吸虫病,Schistosomiasis,6,0,全国,China,100000,doi/10.46234/ccdcw2020.109,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.109,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-04-01,2020/04/01,2020 April,疟疾,Malaria,54,0,全国,China,100000,doi/10.46234/ccdcw2020.109,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.109,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-04-01,2020/04/01,2020 April,人感染H7N9病毒,Human infection with H7N9 virus,0,0,全国,China,100000,doi/10.46234/ccdcw2020.109,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.109,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-04-01,2020/04/01,2020 April,新冠肺炎,COVID-19,995,31,全国,China,100000,doi/10.46234/ccdcw2020.109,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.109,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-04-01,2020/04/01,2020 April,流行性感冒,Influenza,15396,1,全国,China,100000,doi/10.46234/ccdcw2020.109,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.109,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-04-01,2020/04/01,2020 April,流行性腮腺炎,Mumps,6169,0,全国,China,100000,doi/10.46234/ccdcw2020.109,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.109,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-04-01,2020/04/01,2020 April,风疹,Rubella,116,0,全国,China,100000,doi/10.46234/ccdcw2020.109,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.109,China CDC Weekly: Notifiable Infectious Diseases Reports
