DOI,URL,Date,YearMonthDay,YearMonth,Diseases,Cases,Deaths
doi/10.46234/ccdcw2021.141,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.141,2021-05-01 00:00:00,2021/05/01,2021 May,Plague,0,0
doi/10.46234/ccdcw2021.141,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.141,2021-05-01 00:00:00,2021/05/01,2021 May,Cholera,0,0
doi/10.46234/ccdcw2021.141,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.141,2021-05-01 00:00:00,2021/05/01,2021 May,SARS-CoV,0,0
doi/10.46234/ccdcw2021.141,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.141,2021-05-01 00:00:00,2021/05/01,2021 May,Acquired immune deficiency syndrome,5047,1352
doi/10.46234/ccdcw2021.141,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.141,2021-05-01 00:00:00,2021/05/01,2021 May,Hepatitis,131135,49
doi/10.46234/ccdcw2021.141,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.141,2021-05-01 00:00:00,2021/05/01,2021 May,Hepatitis A,1095,0
doi/10.46234/ccdcw2021.141,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.141,2021-05-01 00:00:00,2021/05/01,2021 May,Hepatitis B,105393,38
doi/10.46234/ccdcw2021.141,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.141,2021-05-01 00:00:00,2021/05/01,2021 May,Hepatitis C,21254,8
doi/10.46234/ccdcw2021.141,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.141,2021-05-01 00:00:00,2021/05/01,2021 May,Hepatitis D,22,0
doi/10.46234/ccdcw2021.141,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.141,2021-05-01 00:00:00,2021/05/01,2021 May,Hepatitis E,2509,3
doi/10.46234/ccdcw2021.141,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.141,2021-05-01 00:00:00,2021/05/01,2021 May,Other hepatitis,862,0
