DOI,URL,Date,YearMonthDay,YearMonth,Diseases,Cases,Deaths
missing,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8393062/,2020/1/1 0:00,2020/2/1,2020 February,Plague,0,0
missing,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8393063/,2020/1/1 0:00,2020/2/1,2020 February,Cholera,0,0
missing,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8393064/,2020/1/1 0:00,2020/2/1,2020 February,SARS-CoV,0,0
missing,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8393065/,2020/1/1 0:00,2020/2/1,2020 February,Acquired immune deficiency syndrome,2133,971
missing,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8393066/,2020/1/1 0:00,2020/2/1,2020 February,Hepatitis,63330,50
missing,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8393067/,2020/1/1 0:00,2020/2/1,2020 February,Hepatitis A,1295,0
missing,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8393068/,2020/1/1 0:00,2020/2/1,2020 February,Hepatitis B,51506,37
missing,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8393069/,2020/1/1 0:00,2020/2/1,2020 February,Hepatitis C,9068,12
missing,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8393070/,2020/1/1 0:00,2020/2/1,2020 February,Hepatitis D,12,0
missing,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8393071/,2020/1/1 0:00,2020/2/1,2020 February,Hepatitis E,1045,1
missing,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8393072/,2020/1/1 0:00,2020/2/1,2020 February,Other hepatitis,404,0
missing,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8393073/,2020/1/1 0:00,2020/2/1,2020 February,Poliomyelitis,0,0
missing,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8393074/,2020/1/1 0:00,2020/2/1,2020 February,Human infection with H5N1 virus,0,0
missing,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8393075/,2020/1/1 0:00,2020/2/1,2020 February,Measles,66,0
missing,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8393076/,2020/1/1 0:00,2020/2/1,2020 February,Epidemic hemorrhagic fever,374,1
missing,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8393077/,2020/1/1 0:00,2020/2/1,2020 February,Rabies,12,13
missing,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8393078/,2020/1/1 0:00,2020/2/1,2020 February,Japanese encephalitis,0,0
missing,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8393079/,2020/1/1 0:00,2020/2/1,2020 February,Dengue,17,0
missing,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8393080/,2020/1/1 0:00,2020/2/1,2020 February,Anthrax,6,0
missing,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8393081/,2020/1/1 0:00,2020/2/1,2020 February,Dysentery,1912,0
missing,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8393082/,2020/1/1 0:00,2020/2/1,2020 February,Tuberculosis,44933,96
missing,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8393083/,2020/1/1 0:00,2020/2/1,2020 February,Typhoid fever and paratyphoid fever,364,1
missing,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8393084/,2020/1/1 0:00,2020/2/1,2020 February,Meningococcal meningitis,3,0
missing,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8393085/,2020/1/1 0:00,2020/2/1,2020 February,Pertussis,738,0
missing,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8393086/,2020/1/1 0:00,2020/2/1,2020 February,Diphtheria,0,0
