Date,YearMonthDay,YearMonth,DiseaseCN,Diseases,Cases,Deaths,ProvinceCN,Province,ADCode,DOI,URL,Source
2023-01-01,2023/01/01,2023 January,鼠疫,Plague,0,0,全国,China,100000,doi/10.46234/ccdcw2023.060,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.060,China CDC Weekly: Notifiable Infectious Diseases Reports
2023-01-01,2023/01/01,2023 January,霍乱,Cholera,0,0,全国,China,100000,doi/10.46234/ccdcw2023.060,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.060,China CDC Weekly: Notifiable Infectious Diseases Reports
2023-01-01,2023/01/01,2023 January,SARS,SARS-CoV,0,0,全国,China,100000,doi/10.46234/ccdcw2023.060,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.060,China CDC Weekly: Notifiable Infectious Diseases Reports
2023-01-01,2023/01/01,2023 January,艾滋病,Acquired immune deficiency syndrome,1815,1777,全国,China,100000,doi/10.46234/ccdcw2023.060,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.060,China CDC Weekly: Notifiable Infectious Diseases Reports
2023-01-01,2023/01/01,2023 January,肝炎,Hepatitis,89719,32,全国,China,100000,doi/10.46234/ccdcw2023.060,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.060,China CDC Weekly: Notifiable Infectious Diseases Reports
2023-01-01,2023/01/01,2023 January,甲肝,Hepatitis A,523,0,全国,China,100000,doi/10.46234/ccdcw2023.060,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.060,China CDC Weekly: Notifiable Infectious Diseases Reports
2023-01-01,2023/01/01,2023 January,乙肝,Hepatitis B,74790,18,全国,China,100000,doi/10.46234/ccdcw2023.060,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.060,China CDC Weekly: Notifiable Infectious Diseases Reports
2023-01-01,2023/01/01,2023 January,丙肝,Hepatitis C,12785,13,全国,China,100000,doi/10.46234/ccdcw2023.060,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.060,China CDC Weekly: Notifiable Infectious Diseases Reports
2023-01-01,2023/01/01,2023 January,丁肝,Hepatitis D,17,0,全国,China,100000,doi/10.46234/ccdcw2023.060,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.060,China CDC Weekly: Notifiable Infectious Diseases Reports
2023-01-01,2023/01/01,2023 January,戊肝,Hepatitis E,1144,1,全国,China,100000,doi/10.46234/ccdcw2023.060,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.060,China CDC Weekly: Notifiable Infectious Diseases Reports
