Date,YearMonthDay,YearMonth,DiseaseCN,Diseases,Cases,Deaths,ProvinceCN,Province,ADCode,DOI,URL,Source
2022-01-01,2022/01/01,2022 January,鼠疫,Plague,0,0,全国,China,100000,doi/10.46234/ccdcw2022.025,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.025,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-01-01,2022/01/01,2022 January,霍乱,Cholera,1,0,全国,China,100000,doi/10.46234/ccdcw2022.025,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.025,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-01-01,2022/01/01,2022 January,SARS,SARS-CoV,0,0,全国,China,100000,doi/10.46234/ccdcw2022.025,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.025,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-01-01,2022/01/01,2022 January,艾滋病,Acquired immune deficiency syndrome,3109,1294,全国,China,100000,doi/10.46234/ccdcw2022.025,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.025,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-01-01,2022/01/01,2022 January,肝炎,Hepatitis,132430,54,全国,China,100000,doi/10.46234/ccdcw2022.025,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.025,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-01-01,2022/01/01,2022 January,甲肝,Hepatitis A,956,0,全国,China,100000,doi/10.46234/ccdcw2022.025,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.025,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-01-01,2022/01/01,2022 January,乙肝,Hepatitis B,109531,38,全国,China,100000,doi/10.46234/ccdcw2022.025,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.025,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-01-01,2022/01/01,2022 January,丙肝,Hepatitis C,18704,14,全国,China,100000,doi/10.46234/ccdcw2022.025,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.025,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-01-01,2022/01/01,2022 January,丁肝,Hepatitis D,27,0,全国,China,100000,doi/10.46234/ccdcw2022.025,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.025,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-01-01,2022/01/01,2022 January,戊肝,Hepatitis E,2530,2,全国,China,100000,doi/10.46234/ccdcw2022.025,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.025,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-01-01,2022/01/01,2022 January,肝炎（未分型）,Other hepatitis,682,0,全国,China,100000,doi/10.46234/ccdcw2022.025,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.025,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-01-01,2022/01/01,2022 January,脊髓灰质炎,Poliomyelitis,0,0,全国,China,100000,doi/10.46234/ccdcw2022.025,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.025,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-01-01,2022/01/01,2022 January,人感染H5N1病毒,Human infection with H5N1 virus,0,0,全国,China,100000,doi/10.46234/ccdcw2022.025,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.025,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-01-01,2022/01/01,2022 January,麻疹,Measles,40,0,全国,China,100000,doi/10.46234/ccdcw2022.025,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.025,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-01-01,2022/01/01,2022 January,出血热,Epidemic hemorrhagic fever,781,6,全国,China,100000,doi/10.46234/ccdcw2022.025,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.025,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-01-01,2022/01/01,2022 January,狂犬病,Rabies,13,14,全国,China,100000,doi/10.46234/ccdcw2022.025,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.025,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-01-01,2022/01/01,2022 January,乙脑,Japanese encephalitis,9,0,全国,China,100000,doi/10.46234/ccdcw2022.025,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.025,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-01-01,2022/01/01,2022 January,登革热,Dengue,0,0,全国,China,100000,doi/10.46234/ccdcw2022.025,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.025,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-01-01,2022/01/01,2022 January,炭疽,Anthrax,10,0,全国,China,100000,doi/10.46234/ccdcw2022.025,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.025,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-01-01,2022/01/01,2022 January,痢疾,Dysentery,2169,0,全国,China,100000,doi/10.46234/ccdcw2022.025,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.025,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-01-01,2022/01/01,2022 January,肺结核,Tuberculosis,61697,304,全国,China,100000,doi/10.46234/ccdcw2022.025,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.025,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-01-01,2022/01/01,2022 January,伤寒和副伤寒,Typhoid fever and paratyphoid fever,405,0,全国,China,100000,doi/10.46234/ccdcw2022.025,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.025,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-01-01,2022/01/01,2022 January,流脑,Meningococcal meningitis,13,0,全国,China,100000,doi/10.46234/ccdcw2022.025,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.025,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-01-01,2022/01/01,2022 January,百日咳,Pertussis,2354,0,全国,China,100000,doi/10.46234/ccdcw2022.025,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.025,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-01-01,2022/01/01,2022 January,白喉,Diphtheria,0,0,全国,China,100000,doi/10.46234/ccdcw2022.025,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.025,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-01-01,2022/01/01,2022 January,新生儿破伤风,Neonatal tetanus,1,0,全国,China,100000,doi/10.46234/ccdcw2022.025,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.025,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-01-01,2022/01/01,2022 January,猩红热,Scarlet fever,3232,0,全国,China,100000,doi/10.46234/ccdcw2022.025,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.025,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-01-01,2022/01/01,2022 January,布病,Brucellosis,4396,0,全国,China,100000,doi/10.46234/ccdcw2022.025,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.025,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-01-01,2022/01/01,2022 January,淋病,Gonorrhea,9273,1,全国,China,100000,doi/10.46234/ccdcw2022.025,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.025,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-01-01,2022/01/01,2022 January,梅毒,Syphilis,39586,5,全国,China,100000,doi/10.46234/ccdcw2022.025,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.025,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-01-01,2022/01/01,2022 January,钩体病,Leptospirosis,8,0,全国,China,100000,doi/10.46234/ccdcw2022.025,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.025,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-01-01,2022/01/01,2022 January,血吸虫病,Schistosomiasis,4,0,全国,China,100000,doi/10.46234/ccdcw2022.025,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.025,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-01-01,2022/01/01,2022 January,疟疾,Malaria,26,0,全国,China,100000,doi/10.46234/ccdcw2022.025,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.025,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-01-01,2022/01/01,2022 January,人感染H7N9病毒,Human infection with H7N9 virus,0,0,全国,China,100000,doi/10.46234/ccdcw2022.025,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.025,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-01-01,2022/01/01,2022 January,新冠肺炎,COVID-19,3825,0,全国,China,100000,doi/10.46234/ccdcw2022.025,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.025,China CDC Weekly: Notifiable Infectious Diseases Reports
