Date,YearMonthDay,YearMonth,DiseaseCN,Diseases,Cases,Deaths,ProvinceCN,Province,ADCode,DOI,URL,Source
2020-05-01,2020/05/01,2020 May,鼠疫,Plague,0,0,全国,China,100000,doi/10.46234/ccdcw2020.130,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.130,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-05-01,2020/05/01,2020 May,霍乱,Cholera,1,0,全国,China,100000,doi/10.46234/ccdcw2020.130,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.130,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-05-01,2020/05/01,2020 May,SARS,SARS-CoV,0,0,全国,China,100000,doi/10.46234/ccdcw2020.130,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.130,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-05-01,2020/05/01,2020 May,艾滋病,Acquired immune deficiency syndrome,5484,1596,全国,China,100000,doi/10.46234/ccdcw2020.130,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.130,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-05-01,2020/05/01,2020 May,肝炎,Hepatitis,120921,43,全国,China,100000,doi/10.46234/ccdcw2020.130,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.130,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-05-01,2020/05/01,2020 May,甲肝,Hepatitis A,1100,0,全国,China,100000,doi/10.46234/ccdcw2020.130,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.130,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-05-01,2020/05/01,2020 May,乙肝,Hepatitis B,97651,35,全国,China,100000,doi/10.46234/ccdcw2020.130,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.130,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-05-01,2020/05/01,2020 May,丙肝,Hepatitis C,19821,8,全国,China,100000,doi/10.46234/ccdcw2020.130,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.130,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-05-01,2020/05/01,2020 May,丁肝,Hepatitis D,11,0,全国,China,100000,doi/10.46234/ccdcw2020.130,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.130,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-05-01,2020/05/01,2020 May,戊肝,Hepatitis E,1585,0,全国,China,100000,doi/10.46234/ccdcw2020.130,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.130,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-05-01,2020/05/01,2020 May,肝炎（未分型）,Other hepatitis,753,0,全国,China,100000,doi/10.46234/ccdcw2020.130,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.130,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-05-01,2020/05/01,2020 May,脊髓灰质炎,Poliomyelitis,0,0,全国,China,100000,doi/10.46234/ccdcw2020.130,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.130,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-05-01,2020/05/01,2020 May,人感染H5N1病毒,Human infection with H5N1 virus,0,0,全国,China,100000,doi/10.46234/ccdcw2020.130,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.130,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-05-01,2020/05/01,2020 May,麻疹,Measles,74,0,全国,China,100000,doi/10.46234/ccdcw2020.130,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.130,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-05-01,2020/05/01,2020 May,出血热,Epidemic hemorrhagic fever,686,2,全国,China,100000,doi/10.46234/ccdcw2020.130,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.130,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-05-01,2020/05/01,2020 May,狂犬病,Rabies,14,9,全国,China,100000,doi/10.46234/ccdcw2020.130,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.130,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-05-01,2020/05/01,2020 May,乙脑,Japanese encephalitis,0,0,全国,China,100000,doi/10.46234/ccdcw2020.130,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.130,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-05-01,2020/05/01,2020 May,登革热,Dengue,4,0,全国,China,100000,doi/10.46234/ccdcw2020.130,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.130,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-05-01,2020/05/01,2020 May,炭疽,Anthrax,16,0,全国,China,100000,doi/10.46234/ccdcw2020.130,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.130,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-05-01,2020/05/01,2020 May,痢疾,Dysentery,5664,0,全国,China,100000,doi/10.46234/ccdcw2020.130,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.130,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-05-01,2020/05/01,2020 May,肺结核,Tuberculosis,83385,123,全国,China,100000,doi/10.46234/ccdcw2020.130,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.130,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-05-01,2020/05/01,2020 May,伤寒和副伤寒,Typhoid fever and paratyphoid fever,607,0,全国,China,100000,doi/10.46234/ccdcw2020.130,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.130,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-05-01,2020/05/01,2020 May,流脑,Meningococcal meningitis,4,0,全国,China,100000,doi/10.46234/ccdcw2020.130,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.130,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-05-01,2020/05/01,2020 May,百日咳,Pertussis,277,0,全国,China,100000,doi/10.46234/ccdcw2020.130,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.130,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-05-01,2020/05/01,2020 May,白喉,Diphtheria,0,0,全国,China,100000,doi/10.46234/ccdcw2020.130,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.130,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-05-01,2020/05/01,2020 May,新生儿破伤风,Neonatal tetanus,2,0,全国,China,100000,doi/10.46234/ccdcw2020.130,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.130,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-05-01,2020/05/01,2020 May,猩红热,Scarlet fever,562,0,全国,China,100000,doi/10.46234/ccdcw2020.130,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.130,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-05-01,2020/05/01,2020 May,布病,Brucellosis,5264,0,全国,China,100000,doi/10.46234/ccdcw2020.130,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.130,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-05-01,2020/05/01,2020 May,淋病,Gonorrhea,8104,1,全国,China,100000,doi/10.46234/ccdcw2020.130,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.130,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-05-01,2020/05/01,2020 May,梅毒,Syphilis,46753,6,全国,China,100000,doi/10.46234/ccdcw2020.130,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.130,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-05-01,2020/05/01,2020 May,钩体病,Leptospirosis,5,0,全国,China,100000,doi/10.46234/ccdcw2020.130,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.130,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-05-01,2020/05/01,2020 May,血吸虫病,Schistosomiasis,5,0,全国,China,100000,doi/10.46234/ccdcw2020.130,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.130,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-05-01,2020/05/01,2020 May,疟疾,Malaria,40,0,全国,China,100000,doi/10.46234/ccdcw2020.130,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.130,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-05-01,2020/05/01,2020 May,人感染H7N9病毒,Human infection with H7N9 virus,0,0,全国,China,100000,doi/10.46234/ccdcw2020.130,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.130,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-05-01,2020/05/01,2020 May,新冠肺炎,COVID-19,143,1,全国,China,100000,doi/10.46234/ccdcw2020.130,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.130,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-05-01,2020/05/01,2020 May,流行性感冒,Influenza,16974,2,全国,China,100000,doi/10.46234/ccdcw2020.130,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.130,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-05-01,2020/05/01,2020 May,流行性腮腺炎,Mumps,9273,0,全国,China,100000,doi/10.46234/ccdcw2020.130,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.130,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-05-01,2020/05/01,2020 May,风疹,Rubella,90,0,全国,China,100000,doi/10.46234/ccdcw2020.130,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.130,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-05-01,2020/05/01,2020 May,急性出血性结膜炎,Acute hemorrhagic conjunctivitis,2468,0,全国,China,100000,doi/10.46234/ccdcw2020.130,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.130,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-05-01,2020/05/01,2020 May,麻风病,Leprosy,48,0,全国,China,100000,doi/10.46234/ccdcw2020.130,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.130,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-05-01,2020/05/01,2020 May,恙虫病,Typhus,67,0,全国,China,100000,doi/10.46234/ccdcw2020.130,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.130,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-05-01,2020/05/01,2020 May,黑热病,Kala azar,26,0,全国,China,100000,doi/10.46234/ccdcw2020.130,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.130,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-05-01,2020/05/01,2020 May,包虫病,Echinococcosis,266,0,全国,China,100000,doi/10.46234/ccdcw2020.130,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.130,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-05-01,2020/05/01,2020 May,丝虫病,Filariasis,0,0,全国,China,100000,doi/10.46234/ccdcw2020.130,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.130,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-05-01,2020/05/01,2020 May,其它感染性腹泻病,Infectious diarrhea,87151,0,全国,China,100000,doi/10.46234/ccdcw2020.130,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.130,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-05-01,2020/05/01,2020 May,手足口病,Hand foot and mouth disease,3919,0,全国,China,100000,doi/10.46234/ccdcw2020.130,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.130,China CDC Weekly: Notifiable Infectious Diseases Reports
2020-05-01,2020/05/01,2020 May,合计,Total,398297,1783,全国,China,100000,doi/10.46234/ccdcw2020.130,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.130,China CDC Weekly: Notifiable Infectious Diseases Reports
