Date,YearMonthDay,YearMonth,DiseaseCN,Diseases,Cases,Deaths,ProvinceCN,Province,ADCode,DOI,URL,Source
2022-08-01,2022/08/01,2022 August,鼠疫,Plague,0,0,全国,China,100000,doi/10.46234/ccdcw2022.183,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.183,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-08-01,2022/08/01,2022 August,霍乱,Cholera,6,0,全国,China,100000,doi/10.46234/ccdcw2022.183,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.183,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-08-01,2022/08/01,2022 August,SARS,SARS-CoV,0,0,全国,China,100000,doi/10.46234/ccdcw2022.183,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.183,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-08-01,2022/08/01,2022 August,艾滋病,Acquired immune deficiency syndrome,4679,2106,全国,China,100000,doi/10.46234/ccdcw2022.183,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.183,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-08-01,2022/08/01,2022 August,肝炎,Hepatitis,141324,74,全国,China,100000,doi/10.46234/ccdcw2022.183,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.183,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-08-01,2022/08/01,2022 August,甲肝,Hepatitis A,1116,1,全国,China,100000,doi/10.46234/ccdcw2022.183,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.183,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-08-01,2022/08/01,2022 August,乙肝,Hepatitis B,115375,26,全国,China,100000,doi/10.46234/ccdcw2022.183,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.183,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-08-01,2022/08/01,2022 August,丙肝,Hepatitis C,21891,45,全国,China,100000,doi/10.46234/ccdcw2022.183,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.183,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-08-01,2022/08/01,2022 August,丁肝,Hepatitis D,30,0,全国,China,100000,doi/10.46234/ccdcw2022.183,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.183,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-08-01,2022/08/01,2022 August,戊肝,Hepatitis E,2255,2,全国,China,100000,doi/10.46234/ccdcw2022.183,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.183,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-08-01,2022/08/01,2022 August,肝炎（未分型）,Other hepatitis,657,0,全国,China,100000,doi/10.46234/ccdcw2022.183,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.183,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-08-01,2022/08/01,2022 August,脊髓灰质炎,Poliomyelitis,0,0,全国,China,100000,doi/10.46234/ccdcw2022.183,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.183,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-08-01,2022/08/01,2022 August,人感染H5N1病毒,Human infection with H5N1 virus,0,0,全国,China,100000,doi/10.46234/ccdcw2022.183,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.183,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-08-01,2022/08/01,2022 August,麻疹,Measles,112,0,全国,China,100000,doi/10.46234/ccdcw2022.183,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.183,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-08-01,2022/08/01,2022 August,出血热,Epidemic hemorrhagic fever,235,1,全国,China,100000,doi/10.46234/ccdcw2022.183,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.183,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-08-01,2022/08/01,2022 August,狂犬病,Rabies,20,11,全国,China,100000,doi/10.46234/ccdcw2022.183,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.183,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-08-01,2022/08/01,2022 August,乙脑,Japanese encephalitis,57,0,全国,China,100000,doi/10.46234/ccdcw2022.183,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.183,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-08-01,2022/08/01,2022 August,登革热,Dengue,1,0,全国,China,100000,doi/10.46234/ccdcw2022.183,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.183,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-08-01,2022/08/01,2022 August,炭疽,Anthrax,73,2,全国,China,100000,doi/10.46234/ccdcw2022.183,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.183,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-08-01,2022/08/01,2022 August,痢疾,Dysentery,4505,0,全国,China,100000,doi/10.46234/ccdcw2022.183,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.183,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-08-01,2022/08/01,2022 August,肺结核,Tuberculosis,69019,365,全国,China,100000,doi/10.46234/ccdcw2022.183,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.183,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-08-01,2022/08/01,2022 August,伤寒和副伤寒,Typhoid fever and paratyphoid fever,730,0,全国,China,100000,doi/10.46234/ccdcw2022.183,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.183,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-08-01,2022/08/01,2022 August,流脑,Meningococcal meningitis,2,0,全国,China,100000,doi/10.46234/ccdcw2022.183,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.183,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-08-01,2022/08/01,2022 August,百日咳,Pertussis,5355,0,全国,China,100000,doi/10.46234/ccdcw2022.183,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.183,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-08-01,2022/08/01,2022 August,白喉,Diphtheria,0,0,全国,China,100000,doi/10.46234/ccdcw2022.183,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.183,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-08-01,2022/08/01,2022 August,新生儿破伤风,Neonatal tetanus,2,1,全国,China,100000,doi/10.46234/ccdcw2022.183,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.183,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-08-01,2022/08/01,2022 August,猩红热,Scarlet fever,940,0,全国,China,100000,doi/10.46234/ccdcw2022.183,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.183,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-08-01,2022/08/01,2022 August,布病,Brucellosis,7887,1,全国,China,100000,doi/10.46234/ccdcw2022.183,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.183,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-08-01,2022/08/01,2022 August,淋病,Gonorrhea,9275,0,全国,China,100000,doi/10.46234/ccdcw2022.183,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.183,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-08-01,2022/08/01,2022 August,梅毒,Syphilis,50482,4,全国,China,100000,doi/10.46234/ccdcw2022.183,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.183,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-08-01,2022/08/01,2022 August,钩体病,Leptospirosis,48,0,全国,China,100000,doi/10.46234/ccdcw2022.183,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.183,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-08-01,2022/08/01,2022 August,血吸虫病,Schistosomiasis,4,0,全国,China,100000,doi/10.46234/ccdcw2022.183,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.183,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-08-01,2022/08/01,2022 August,疟疾,Malaria,217,0,全国,China,100000,doi/10.46234/ccdcw2022.183,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.183,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-08-01,2022/08/01,2022 August,人感染H7N9病毒,Human infection with H7N9 virus,0,0,全国,China,100000,doi/10.46234/ccdcw2022.183,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.183,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-08-01,2022/08/01,2022 August,新冠肺炎,COVID-19,13855,0,全国,China,100000,doi/10.46234/ccdcw2022.183,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.183,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-08-01,2022/08/01,2022 August,流行性感冒,Influenza,183345,3,全国,China,100000,doi/10.46234/ccdcw2022.183,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.183,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-08-01,2022/08/01,2022 August,流行性腮腺炎,Mumps,8472,0,全国,China,100000,doi/10.46234/ccdcw2022.183,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.183,China CDC Weekly: Notifiable Infectious Diseases Reports
2022-08-01,2022/08/01,2022 August,风疹,Rubella,128,0,全国,China,100000,doi/10.46234/ccdcw2022.183,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.183,China CDC Weekly: Notifiable Infectious Diseases Reports
