DOI,URL,Date,YearMonthDay,YearMonth,Diseases,Cases,Deaths
doi/10.46234/ccdcw2022.073,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.073,2022-02-01 00:00:00,2022/02/01,2022 February,Plague,0,0
doi/10.46234/ccdcw2022.073,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.073,2022-02-01 00:00:00,2022/02/01,2022 February,Cholera,0,0
doi/10.46234/ccdcw2022.073,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.073,2022-02-01 00:00:00,2022/02/01,2022 February,SARS-CoV,0,0
doi/10.46234/ccdcw2022.073,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.073,2022-02-01 00:00:00,2022/02/01,2022 February,Acquired immune deficiency syndrome,3364,1252
doi/10.46234/ccdcw2022.073,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.073,2022-02-01 00:00:00,2022/02/01,2022 February,Hepatitis,117382,37
doi/10.46234/ccdcw2022.073,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.073,2022-02-01 00:00:00,2022/02/01,2022 February,Hepatitis A,830,0
doi/10.46234/ccdcw2022.073,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.073,2022-02-01 00:00:00,2022/02/01,2022 February,Hepatitis B,96787,29
doi/10.46234/ccdcw2022.073,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.073,2022-02-01 00:00:00,2022/02/01,2022 February,Hepatitis C,16733,8
doi/10.46234/ccdcw2022.073,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.073,2022-02-01 00:00:00,2022/02/01,2022 February,Hepatitis D,23,0
doi/10.46234/ccdcw2022.073,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.073,2022-02-01 00:00:00,2022/02/01,2022 February,Hepatitis E,2443,0
doi/10.46234/ccdcw2022.073,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.073,2022-02-01 00:00:00,2022/02/01,2022 February,Other hepatitis,566,0
doi/10.46234/ccdcw2022.073,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.073,2022-02-01 00:00:00,2022/02/01,2022 February,Poliomyelitis,0,0
doi/10.46234/ccdcw2022.073,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.073,2022-02-01 00:00:00,2022/02/01,2022 February,Human infection with H5N1 virus,0,0
doi/10.46234/ccdcw2022.073,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.073,2022-02-01 00:00:00,2022/02/01,2022 February,Measles,44,0
doi/10.46234/ccdcw2022.073,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.073,2022-02-01 00:00:00,2022/02/01,2022 February,Epidemic hemorrhagic fever,330,0
doi/10.46234/ccdcw2022.073,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.073,2022-02-01 00:00:00,2022/02/01,2022 February,Rabies,7,4
doi/10.46234/ccdcw2022.073,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.073,2022-02-01 00:00:00,2022/02/01,2022 February,Japanese encephalitis,1,0
doi/10.46234/ccdcw2022.073,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.073,2022-02-01 00:00:00,2022/02/01,2022 February,Dengue,0,0
doi/10.46234/ccdcw2022.073,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.073,2022-02-01 00:00:00,2022/02/01,2022 February,Anthrax,9,0
doi/10.46234/ccdcw2022.073,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.073,2022-02-01 00:00:00,2022/02/01,2022 February,Dysentery,2043,0
doi/10.46234/ccdcw2022.073,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.073,2022-02-01 00:00:00,2022/02/01,2022 February,Tuberculosis,52596,313
doi/10.46234/ccdcw2022.073,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.073,2022-02-01 00:00:00,2022/02/01,2022 February,Typhoid fever and paratyphoid fever,280,1
doi/10.46234/ccdcw2022.073,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.073,2022-02-01 00:00:00,2022/02/01,2022 February,Meningococcal meningitis,9,0
doi/10.46234/ccdcw2022.073,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.073,2022-02-01 00:00:00,2022/02/01,2022 February,Pertussis,2576,0
doi/10.46234/ccdcw2022.073,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.073,2022-02-01 00:00:00,2022/02/01,2022 February,Diphtheria,0,0
doi/10.46234/ccdcw2022.073,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.073,2022-02-01 00:00:00,2022/02/01,2022 February,Neonatal tetanus,1,0
doi/10.46234/ccdcw2022.073,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.073,2022-02-01 00:00:00,2022/02/01,2022 February,Scarlet fever,990,0
doi/10.46234/ccdcw2022.073,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.073,2022-02-01 00:00:00,2022/02/01,2022 February,Brucellosis,4689,0
doi/10.46234/ccdcw2022.073,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.073,2022-02-01 00:00:00,2022/02/01,2022 February,Gonorrhea,6979,0
doi/10.46234/ccdcw2022.073,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.073,2022-02-01 00:00:00,2022/02/01,2022 February,Syphilis,34683,4
doi/10.46234/ccdcw2022.073,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.073,2022-02-01 00:00:00,2022/02/01,2022 February,Leptospirosis,2,0
doi/10.46234/ccdcw2022.073,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.073,2022-02-01 00:00:00,2022/02/01,2022 February,Schistosomiasis,5,0
doi/10.46234/ccdcw2022.073,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.073,2022-02-01 00:00:00,2022/02/01,2022 February,Malaria,30,0
doi/10.46234/ccdcw2022.073,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.073,2022-02-01 00:00:00,2022/02/01,2022 February,Human infection with H7N9 virus,0,0
doi/10.46234/ccdcw2022.073,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.073,2022-02-01 00:00:00,2022/02/01,2022 February,COVID-19,3387,0
