DOI,URL,Date,YearMonthDay,YearMonth,Diseases,Cases,Deaths
doi/10.46234/ccdcw2022.234,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.234,2022-11-01 00:00:00,2022/11/01,2022 November,Plague,0,0
doi/10.46234/ccdcw2022.234,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.234,2022-11-01 00:00:00,2022/11/01,2022 November,Cholera,0,0
doi/10.46234/ccdcw2022.234,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.234,2022-11-01 00:00:00,2022/11/01,2022 November,SARS-CoV,0,0
doi/10.46234/ccdcw2022.234,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.234,2022-11-01 00:00:00,2022/11/01,2022 November,Acquired immune deficiency syndrome,4299,1458
doi/10.46234/ccdcw2022.234,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.234,2022-11-01 00:00:00,2022/11/01,2022 November,Hepatitis,104438,53
doi/10.46234/ccdcw2022.234,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.234,2022-11-01 00:00:00,2022/11/01,2022 November,Hepatitis A,749,0
doi/10.46234/ccdcw2022.234,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.234,2022-11-01 00:00:00,2022/11/01,2022 November,Hepatitis B,86371,32
doi/10.46234/ccdcw2022.234,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.234,2022-11-01 00:00:00,2022/11/01,2022 November,Hepatitis C,15057,20
doi/10.46234/ccdcw2022.234,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.234,2022-11-01 00:00:00,2022/11/01,2022 November,Hepatitis D,10,0
doi/10.46234/ccdcw2022.234,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.234,2022-11-01 00:00:00,2022/11/01,2022 November,Hepatitis E,1732,1
doi/10.46234/ccdcw2022.234,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.234,2022-11-01 00:00:00,2022/11/01,2022 November,Other hepatitis,519,0
doi/10.46234/ccdcw2022.234,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.234,2022-11-01 00:00:00,2022/11/01,2022 November,Poliomyelitis,0,0
doi/10.46234/ccdcw2022.234,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.234,2022-11-01 00:00:00,2022/11/01,2022 November,Human infection with H5N1 virus,0,0
doi/10.46234/ccdcw2022.234,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.234,2022-11-01 00:00:00,2022/11/01,2022 November,Measles,82,0
doi/10.46234/ccdcw2022.234,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.234,2022-11-01 00:00:00,2022/11/01,2022 November,Epidemic hemorrhagic fever,895,5
doi/10.46234/ccdcw2022.234,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.234,2022-11-01 00:00:00,2022/11/01,2022 November,Rabies,16,8
doi/10.46234/ccdcw2022.234,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.234,2022-11-01 00:00:00,2022/11/01,2022 November,Japanese encephalitis,1,1
doi/10.46234/ccdcw2022.234,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.234,2022-11-01 00:00:00,2022/11/01,2022 November,Dengue,174,0
doi/10.46234/ccdcw2022.234,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.234,2022-11-01 00:00:00,2022/11/01,2022 November,Anthrax,23,0
doi/10.46234/ccdcw2022.234,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.234,2022-11-01 00:00:00,2022/11/01,2022 November,Dysentery,1975,1
doi/10.46234/ccdcw2022.234,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.234,2022-11-01 00:00:00,2022/11/01,2022 November,Tuberculosis,48352,333
doi/10.46234/ccdcw2022.234,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.234,2022-11-01 00:00:00,2022/11/01,2022 November,Typhoid fever and paratyphoid fever,419,0
doi/10.46234/ccdcw2022.234,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.234,2022-11-01 00:00:00,2022/11/01,2022 November,Meningococcal meningitis,4,1
doi/10.46234/ccdcw2022.234,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.234,2022-11-01 00:00:00,2022/11/01,2022 November,Pertussis,2160,0
doi/10.46234/ccdcw2022.234,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.234,2022-11-01 00:00:00,2022/11/01,2022 November,Diphtheria,0,0
doi/10.46234/ccdcw2022.234,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.234,2022-11-01 00:00:00,2022/11/01,2022 November,Neonatal tetanus,1,0
doi/10.46234/ccdcw2022.234,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.234,2022-11-01 00:00:00,2022/11/01,2022 November,Scarlet fever,1896,0
doi/10.46234/ccdcw2022.234,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.234,2022-11-01 00:00:00,2022/11/01,2022 November,Brucellosis,2569,0
doi/10.46234/ccdcw2022.234,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.234,2022-11-01 00:00:00,2022/11/01,2022 November,Gonorrhea,7630,0
doi/10.46234/ccdcw2022.234,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.234,2022-11-01 00:00:00,2022/11/01,2022 November,Syphilis,35152,3
doi/10.46234/ccdcw2022.234,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.234,2022-11-01 00:00:00,2022/11/01,2022 November,Leptospirosis,10,0
doi/10.46234/ccdcw2022.234,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.234,2022-11-01 00:00:00,2022/11/01,2022 November,Schistosomiasis,8,0
doi/10.46234/ccdcw2022.234,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.234,2022-11-01 00:00:00,2022/11/01,2022 November,Malaria,74,0
doi/10.46234/ccdcw2022.234,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.234,2022-11-01 00:00:00,2022/11/01,2022 November,Human infection with H7N9 virus,0,0
doi/10.46234/ccdcw2022.234,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.234,2022-11-01 00:00:00,2022/11/01,2022 November,COVID-19,62723,7
doi/10.46234/ccdcw2022.234,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.234,2022-11-01 00:00:00,2022/11/01,2022 November,Influenza,82663,0
doi/10.46234/ccdcw2022.234,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.234,2022-11-01 00:00:00,2022/11/01,2022 November,Mumps,8702,0
doi/10.46234/ccdcw2022.234,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.234,2022-11-01 00:00:00,2022/11/01,2022 November,Rubella,120,0
doi/10.46234/ccdcw2022.234,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.234,2022-11-01 00:00:00,2022/11/01,2022 November,Acute hemorrhagic conjunctivitis,1738,0
