DOI,URL,Date,YearMonthDay,YearMonth,Diseases,Cases,Deaths
doi/10.46234/ccdcw2021.059,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.059,2021-01-01 00:00:00,2021/01/01,2021 January,Plague,0,0
doi/10.46234/ccdcw2021.059,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.059,2021-01-01 00:00:00,2021/01/01,2021 January,Cholera,0,0
doi/10.46234/ccdcw2021.059,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.059,2021-01-01 00:00:00,2021/01/01,2021 January,SARS-CoV,0,0
doi/10.46234/ccdcw2021.059,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.059,2021-01-01 00:00:00,2021/01/01,2021 January,Acquired immune deficiency syndrome,3260,1250
doi/10.46234/ccdcw2021.059,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.059,2021-01-01 00:00:00,2021/01/01,2021 January,Hepatitis,120035,54
doi/10.46234/ccdcw2021.059,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.059,2021-01-01 00:00:00,2021/01/01,2021 January,Hepatitis A,960,0
doi/10.46234/ccdcw2021.059,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.059,2021-01-01 00:00:00,2021/01/01,2021 January,Hepatitis B,98257,44
doi/10.46234/ccdcw2021.059,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.059,2021-01-01 00:00:00,2021/01/01,2021 January,Hepatitis C,18258,9
doi/10.46234/ccdcw2021.059,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.059,2021-01-01 00:00:00,2021/01/01,2021 January,Hepatitis D,20,0
doi/10.46234/ccdcw2021.059,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.059,2021-01-01 00:00:00,2021/01/01,2021 January,Hepatitis E,1838,1
doi/10.46234/ccdcw2021.059,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.059,2021-01-01 00:00:00,2021/01/01,2021 January,Other hepatitis,702,0
doi/10.46234/ccdcw2021.059,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.059,2021-01-01 00:00:00,2021/01/01,2021 January,Poliomyelitis,0,0
doi/10.46234/ccdcw2021.059,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.059,2021-01-01 00:00:00,2021/01/01,2021 January,Human infection with H5N1 virus,0,0
doi/10.46234/ccdcw2021.059,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.059,2021-01-01 00:00:00,2021/01/01,2021 January,Measles,59,0
doi/10.46234/ccdcw2021.059,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.059,2021-01-01 00:00:00,2021/01/01,2021 January,Epidemic hemorrhagic fever,562,3
doi/10.46234/ccdcw2021.059,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.059,2021-01-01 00:00:00,2021/01/01,2021 January,Rabies,15,25
doi/10.46234/ccdcw2021.059,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.059,2021-01-01 00:00:00,2021/01/01,2021 January,Japanese encephalitis,4,0
doi/10.46234/ccdcw2021.059,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.059,2021-01-01 00:00:00,2021/01/01,2021 January,Dengue,5,0
doi/10.46234/ccdcw2021.059,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.059,2021-01-01 00:00:00,2021/01/01,2021 January,Anthrax,16,0
doi/10.46234/ccdcw2021.059,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.059,2021-01-01 00:00:00,2021/01/01,2021 January,Dysentery,2633,0
doi/10.46234/ccdcw2021.059,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.059,2021-01-01 00:00:00,2021/01/01,2021 January,Tuberculosis,64813,137
doi/10.46234/ccdcw2021.059,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.059,2021-01-01 00:00:00,2021/01/01,2021 January,Typhoid fever and paratyphoid fever,362,0
doi/10.46234/ccdcw2021.059,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.059,2021-01-01 00:00:00,2021/01/01,2021 January,Meningococcal meningitis,10,1
doi/10.46234/ccdcw2021.059,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.059,2021-01-01 00:00:00,2021/01/01,2021 January,Pertussis,205,0
doi/10.46234/ccdcw2021.059,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.059,2021-01-01 00:00:00,2021/01/01,2021 January,Diphtheria,0,0
doi/10.46234/ccdcw2021.059,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.059,2021-01-01 00:00:00,2021/01/01,2021 January,Neonatal tetanus,3,0
doi/10.46234/ccdcw2021.059,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.059,2021-01-01 00:00:00,2021/01/01,2021 January,Scarlet fever,2502,0
doi/10.46234/ccdcw2021.059,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.059,2021-01-01 00:00:00,2021/01/01,2021 January,Brucellosis,3175,0
doi/10.46234/ccdcw2021.059,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.059,2021-01-01 00:00:00,2021/01/01,2021 January,Gonorrhea,10284,0
doi/10.46234/ccdcw2021.059,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.059,2021-01-01 00:00:00,2021/01/01,2021 January,Syphilis,40079,1
doi/10.46234/ccdcw2021.059,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.059,2021-01-01 00:00:00,2021/01/01,2021 January,Leptospirosis,14,0
doi/10.46234/ccdcw2021.059,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.059,2021-01-01 00:00:00,2021/01/01,2021 January,Schistosomiasis,4,0
doi/10.46234/ccdcw2021.059,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.059,2021-01-01 00:00:00,2021/01/01,2021 January,Malaria,68,0
doi/10.46234/ccdcw2021.059,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.059,2021-01-01 00:00:00,2021/01/01,2021 January,Human infection with H7N9 virus,0,0
doi/10.46234/ccdcw2021.059,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.059,2021-01-01 00:00:00,2021/01/01,2021 January,COVID-19,2493,2
doi/10.46234/ccdcw2021.059,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.059,2021-01-01 00:00:00,2021/01/01,2021 January,Influenza,20232,1
doi/10.46234/ccdcw2021.059,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.059,2021-01-01 00:00:00,2021/01/01,2021 January,Mumps,7078,0
doi/10.46234/ccdcw2021.059,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.059,2021-01-01 00:00:00,2021/01/01,2021 January,Rubella,127,0
doi/10.46234/ccdcw2021.059,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.059,2021-01-01 00:00:00,2021/01/01,2021 January,Acute hemorrhagic conjunctivitis,2305,0
doi/10.46234/ccdcw2021.059,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.059,2021-01-01 00:00:00,2021/01/01,2021 January,Leprosy,31,0
doi/10.46234/ccdcw2021.059,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.059,2021-01-01 00:00:00,2021/01/01,2021 January,Typhus,45,0
