DOI,URL,Date,YearMonthDay,YearMonth,Diseases,Cases,Deaths
doi/10.46234/ccdcw2022.157,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.157,2022-06-01 00:00:00,2022/06/01,2022 June,Plague,0,0
doi/10.46234/ccdcw2022.157,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.157,2022-06-01 00:00:00,2022/06/01,2022 June,Cholera,6,0
doi/10.46234/ccdcw2022.157,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.157,2022-06-01 00:00:00,2022/06/01,2022 June,SARS-CoV,0,0
doi/10.46234/ccdcw2022.157,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.157,2022-06-01 00:00:00,2022/06/01,2022 June,Acquired immune deficiency syndrome,5626,1647
doi/10.46234/ccdcw2022.157,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.157,2022-06-01 00:00:00,2022/06/01,2022 June,Hepatitis,131857,51
doi/10.46234/ccdcw2022.157,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.157,2022-06-01 00:00:00,2022/06/01,2022 June,Hepatitis A,1038,0
doi/10.46234/ccdcw2022.157,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.157,2022-06-01 00:00:00,2022/06/01,2022 June,Hepatitis B,106846,35
doi/10.46234/ccdcw2022.157,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.157,2022-06-01 00:00:00,2022/06/01,2022 June,Hepatitis C,20925,15
doi/10.46234/ccdcw2022.157,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.157,2022-06-01 00:00:00,2022/06/01,2022 June,Hepatitis D,22,0
doi/10.46234/ccdcw2022.157,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.157,2022-06-01 00:00:00,2022/06/01,2022 June,Hepatitis E,2411,0
doi/10.46234/ccdcw2022.157,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.157,2022-06-01 00:00:00,2022/06/01,2022 June,Other hepatitis,615,1
doi/10.46234/ccdcw2022.157,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.157,2022-06-01 00:00:00,2022/06/01,2022 June,Poliomyelitis,0,0
doi/10.46234/ccdcw2022.157,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.157,2022-06-01 00:00:00,2022/06/01,2022 June,Human infection with H5N1 virus,0,0
doi/10.46234/ccdcw2022.157,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.157,2022-06-01 00:00:00,2022/06/01,2022 June,Measles,110,0
doi/10.46234/ccdcw2022.157,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.157,2022-06-01 00:00:00,2022/06/01,2022 June,Epidemic hemorrhagic fever,566,6
doi/10.46234/ccdcw2022.157,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.157,2022-06-01 00:00:00,2022/06/01,2022 June,Rabies,15,6
doi/10.46234/ccdcw2022.157,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.157,2022-06-01 00:00:00,2022/06/01,2022 June,Japanese encephalitis,7,0
doi/10.46234/ccdcw2022.157,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.157,2022-06-01 00:00:00,2022/06/01,2022 June,Dengue,1,0
doi/10.46234/ccdcw2022.157,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.157,2022-06-01 00:00:00,2022/06/01,2022 June,Anthrax,29,0
doi/10.46234/ccdcw2022.157,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.157,2022-06-01 00:00:00,2022/06/01,2022 June,Dysentery,4708,0
doi/10.46234/ccdcw2022.157,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.157,2022-06-01 00:00:00,2022/06/01,2022 June,Tuberculosis,67901,345
doi/10.46234/ccdcw2022.157,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.157,2022-06-01 00:00:00,2022/06/01,2022 June,Typhoid fever and paratyphoid fever,700,0
doi/10.46234/ccdcw2022.157,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.157,2022-06-01 00:00:00,2022/06/01,2022 June,Meningococcal meningitis,6,1
doi/10.46234/ccdcw2022.157,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.157,2022-06-01 00:00:00,2022/06/01,2022 June,Pertussis,4213,0
doi/10.46234/ccdcw2022.157,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.157,2022-06-01 00:00:00,2022/06/01,2022 June,Diphtheria,0,0
doi/10.46234/ccdcw2022.157,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.157,2022-06-01 00:00:00,2022/06/01,2022 June,Neonatal tetanus,0,0
doi/10.46234/ccdcw2022.157,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.157,2022-06-01 00:00:00,2022/06/01,2022 June,Scarlet fever,2896,0
doi/10.46234/ccdcw2022.157,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.157,2022-06-01 00:00:00,2022/06/01,2022 June,Brucellosis,9943,0
doi/10.46234/ccdcw2022.157,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.157,2022-06-01 00:00:00,2022/06/01,2022 June,Gonorrhea,8988,0
doi/10.46234/ccdcw2022.157,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.157,2022-06-01 00:00:00,2022/06/01,2022 June,Syphilis,48507,4
doi/10.46234/ccdcw2022.157,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.157,2022-06-01 00:00:00,2022/06/01,2022 June,Leptospirosis,12,0
doi/10.46234/ccdcw2022.157,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.157,2022-06-01 00:00:00,2022/06/01,2022 June,Schistosomiasis,5,0
doi/10.46234/ccdcw2022.157,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.157,2022-06-01 00:00:00,2022/06/01,2022 June,Malaria,62,0
doi/10.46234/ccdcw2022.157,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.157,2022-06-01 00:00:00,2022/06/01,2022 June,Human infection with H7N9 virus,0,0
doi/10.46234/ccdcw2022.157,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.157,2022-06-01 00:00:00,2022/06/01,2022 June,COVID-19,1541,0
doi/10.46234/ccdcw2022.157,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.157,2022-06-01 00:00:00,2022/06/01,2022 June,Influenza,747038,4
doi/10.46234/ccdcw2022.157,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.157,2022-06-01 00:00:00,2022/06/01,2022 June,Mumps,11945,0
doi/10.46234/ccdcw2022.157,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.157,2022-06-01 00:00:00,2022/06/01,2022 June,Rubella,167,0
doi/10.46234/ccdcw2022.157,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.157,2022-06-01 00:00:00,2022/06/01,2022 June,Acute hemorrhagic conjunctivitis,2905,0
doi/10.46234/ccdcw2022.157,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.157,2022-06-01 00:00:00,2022/06/01,2022 June,Leprosy,37,0
doi/10.46234/ccdcw2022.157,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.157,2022-06-01 00:00:00,2022/06/01,2022 June,Typhus,124,0
doi/10.46234/ccdcw2022.157,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.157,2022-06-01 00:00:00,2022/06/01,2022 June,Kala azar,20,0
doi/10.46234/ccdcw2022.157,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.157,2022-06-01 00:00:00,2022/06/01,2022 June,Echinococcosis,250,0
doi/10.46234/ccdcw2022.157,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.157,2022-06-01 00:00:00,2022/06/01,2022 June,Filariasis,0,0
doi/10.46234/ccdcw2022.157,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.157,2022-06-01 00:00:00,2022/06/01,2022 June,Infectious diarrhea,95012,1
